Date,Competition,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year
2020-11-19,Bundesliga,Barcelona,Liverpool,1,4,54,48,19,25,2,10,9,9,Away Team,2022
2016-12-16,UEFA Champions League,Barcelona,Liverpool,2,1,48,36,14,8,6,9,13,14,Draw,2022
2025-07-14,Bundesliga,Arsenal,AC Milan,5,2,44,55,10,12,6,6,7,15,Away Team,2015
2016-07-23,Bundesliga,PSG,Man City,0,3,47,42,17,9,9,9,7,10,Draw,2020
2016-09-02,La Liga,PSG,Barcelona,4,4,46,31,6,12,9,8,15,9,Away Team,2020
2016-09-06,UEFA Champions League,Bayern Munich,Arsenal,0,0,69,46,12,23,2,10,12,13,Home Team,2021
2021-01-01,UEFA Champions League,Barcelona,AC Milan,5,0,44,50,10,5,4,4,12,8,Away Team,2023
2022-05-19,UEFA Champions League,Manchester City,Man City,3,4,58,40,10,21,8,9,11,15,Draw,2024
2015-12-09,UEFA Champions League,Barcelona,Juventus,5,4,49,51,10,8,7,8,5,12,Home Team,2019
2016-10-10,Premier League,Bayern Munich,Man City,3,0,65,55,11,24,5,2,12,8,Home Team,2019
2022-02-18,Serie A,Bayern Munich,Bayern Munich,5,0,51,33,25,17,2,8,5,15,Away Team,2022
2018-08-27,Bundesliga,Juventus,AC Milan,3,5,58,37,18,17,8,2,9,10,Home Team,2020
2016-08-04,Premier League,Liverpool,Juventus,2,0,49,60,17,9,3,8,9,15,Away Team,2016
2021-01-23,Bundesliga,Bayern Munich,Arsenal,4,2,57,42,7,9,8,10,11,9,Away Team,2016
2024-02-13,Bundesliga,Juventus,Man City,3,0,60,34,5,7,9,10,11,15,Draw,2023
2018-04-15,Serie A,Arsenal,Man City,3,4,42,48,8,10,4,5,15,7,Away Team,2018
2017-11-06,Premier League,Real Madrid,Bayern Munich,4,0,50,46,20,16,3,4,9,11,Draw,2022
2017-03-09,UEFA Champions League,Juventus,Bayern Munich,4,0,55,35,13,9,8,5,7,9,Home Team,2025
2017-08-30,La Liga,Real Madrid,Paris Saint-Germain,1,4,52,50,19,22,5,8,8,8,Away Team,2023
2019-11-12,Serie A,Barcelona,Liverpool,3,5,49,41,13,25,8,4,10,15,Home Team,2015
2022-03-20,UEFA Champions League,Bayern Munich,Paris Saint-Germain,0,1,50,44,22,17,5,7,13,5,Home Team,2016
2018-10-23,Bundesliga,Real Madrid,Barcelona,0,5,45,32,7,23,10,9,8,15,Home Team,2019
2015-12-22,La Liga,PSG,Liverpool,2,5,51,54,12,5,8,5,11,8,Home Team,2025
2020-09-22,Serie A,Arsenal,Liverpool,5,1,48,51,17,9,3,8,11,10,Draw,2016
2021-04-02,Bundesliga,AC Milan,Juventus,4,4,52,52,20,13,5,3,10,9,Away Team,2019
2016-01-15,Bundesliga,Chelsea,Paris Saint-Germain,2,4,54,60,10,17,4,6,14,9,Away Team,2024
2017-10-10,Serie A,Arsenal,Juventus,0,4,56,35,7,21,2,5,12,14,Away Team,2017
2020-05-27,Premier League,Arsenal,Juventus,2,1,46,41,19,20,9,8,7,10,Away Team,2021
2022-08-04,Premier League,Bayern Munich,Liverpool,0,4,45,45,15,24,9,3,6,15,Home Team,2018
2025-12-14,Premier League,Liverpool,Paris Saint-Germain,4,0,45,41,6,22,2,8,10,9,Draw,2021
2019-02-17,Serie A,Liverpool,Chelsea,1,2,64,37,24,10,9,2,14,7,Away Team,2016
2024-01-06,Serie A,PSG,Barcelona,2,1,43,48,21,21,7,10,12,12,Draw,2020
2023-06-09,Premier League,Manchester City,Arsenal,2,2,58,31,19,19,6,6,12,6,Draw,2016
2024-01-11,UEFA Champions League,Manchester City,Barcelona,0,3,50,33,6,18,10,7,13,5,Home Team,2021
2023-01-24,Premier League,Arsenal,AC Milan,0,2,57,48,23,25,3,6,8,8,Home Team,2017
2015-11-08,La Liga,Liverpool,Borussia Dortmund,5,3,60,55,19,13,10,10,7,10,Away Team,2024
2020-08-25,Serie A,Liverpool,Chelsea,5,2,65,49,13,18,10,2,11,9,Home Team,2021
2023-02-13,La Liga,AC Milan,Barcelona,4,1,49,39,14,18,4,3,15,13,Away Team,2015
2025-11-13,Serie A,Juventus,AC Milan,4,2,64,33,15,14,7,4,7,15,Away Team,2016
2020-06-23,La Liga,PSG,Man City,1,5,51,32,20,20,8,7,13,5,Home Team,2019
2016-11-15,Premier League,Chelsea,Paris Saint-Germain,2,3,68,38,8,6,7,4,7,5,Home Team,2016
2015-08-14,UEFA Champions League,Barcelona,AC Milan,2,4,65,54,15,19,4,10,8,7,Home Team,2018
2023-05-05,Premier League,Manchester City,Chelsea,3,5,57,46,22,17,4,10,9,13,Draw,2018
2016-12-09,Bundesliga,PSG,Bayern Munich,2,0,53,54,24,14,7,5,5,12,Away Team,2022
2017-05-21,La Liga,Arsenal,Bayern Munich,3,0,48,35,11,10,8,4,14,15,Draw,2022
2021-02-26,Bundesliga,Arsenal,Man City,5,2,47,34,8,13,2,10,13,10,Home Team,2019
2025-09-01,La Liga,AC Milan,Man City,4,5,63,34,18,19,4,10,10,14,Home Team,2025
2018-07-15,UEFA Champions League,Bayern Munich,Paris Saint-Germain,5,0,42,32,9,22,7,10,10,7,Away Team,2018
2024-09-22,UEFA Champions League,Barcelona,Arsenal,3,3,52,50,8,16,4,8,9,5,Away Team,2025
2018-03-20,Serie A,Liverpool,Juventus,3,1,45,32,21,5,7,10,14,13,Draw,2017
2025-07-18,Serie A,Chelsea,Bayern Munich,3,3,53,40,22,10,5,2,7,5,Home Team,2018
2016-06-03,UEFA Champions League,Arsenal,Juventus,4,5,46,36,21,10,10,10,15,14,Draw,2020
2025-12-20,Serie A,Bayern Munich,Borussia Dortmund,0,3,49,43,24,13,4,9,14,7,Draw,2022
2024-10-13,Bundesliga,Juventus,Barcelona,3,0,47,34,25,20,7,5,12,6,Home Team,2024
2022-06-06,Bundesliga,Arsenal,Paris Saint-Germain,3,2,50,50,8,25,3,6,8,14,Draw,2021
2019-12-01,Bundesliga,Barcelona,AC Milan,5,5,50,32,24,23,4,2,12,12,Home Team,2022
2025-12-25,UEFA Champions League,Bayern Munich,AC Milan,3,1,68,33,17,6,3,3,8,14,Draw,2020
2025-04-12,Bundesliga,Barcelona,Barcelona,5,4,66,36,23,19,8,8,13,7,Draw,2021
2025-01-12,La Liga,Manchester City,Bayern Munich,5,5,41,38,20,22,5,10,15,9,Draw,2017
2017-11-05,Serie A,Bayern Munich,Juventus,5,3,41,59,5,23,2,9,10,5,Draw,2017
2025-02-08,UEFA Champions League,Arsenal,Paris Saint-Germain,2,2,48,30,22,10,10,10,5,12,Home Team,2017
2016-10-08,UEFA Champions League,Chelsea,Borussia Dortmund,0,1,58,42,11,14,2,9,9,13,Draw,2021
2021-04-13,UEFA Champions League,Liverpool,Barcelona,3,0,60,42,21,19,3,8,6,7,Draw,2018
2016-05-16,UEFA Champions League,Arsenal,Borussia Dortmund,2,5,67,58,16,21,5,4,10,14,Away Team,2015
2022-07-30,Bundesliga,Real Madrid,Arsenal,2,4,51,33,20,19,4,2,15,12,Away Team,2016
2023-10-13,Premier League,Barcelona,Arsenal,3,5,63,36,12,22,3,3,13,9,Draw,2019
2017-02-10,Bundesliga,Bayern Munich,Bayern Munich,3,5,48,58,14,18,8,8,8,9,Away Team,2015
2023-08-01,Bundesliga,AC Milan,AC Milan,0,1,64,30,9,16,3,6,8,11,Draw,2021
2017-08-24,UEFA Champions League,Juventus,Barcelona,0,2,49,48,9,24,7,5,6,12,Draw,2025
2015-04-17,Serie A,PSG,Juventus,3,1,59,48,20,21,2,3,11,11,Draw,2016
2015-01-27,Premier League,PSG,Chelsea,5,2,51,40,18,21,2,2,10,15,Away Team,2016
2018-05-06,Serie A,Real Madrid,AC Milan,2,4,44,32,15,5,2,2,6,11,Home Team,2017
2016-04-14,Premier League,Liverpool,Arsenal,4,5,60,44,21,5,6,9,8,6,Home Team,2023
2021-12-06,Serie A,Arsenal,Arsenal,4,0,46,37,18,10,6,6,7,7,Away Team,2017
2015-02-04,La Liga,Arsenal,Arsenal,3,1,57,36,12,18,8,9,15,9,Draw,2017
2016-10-21,UEFA Champions League,Chelsea,Man City,5,4,70,33,10,21,10,9,10,9,Draw,2024
2019-02-08,Serie A,Real Madrid,Chelsea,0,1,55,35,22,17,9,4,7,10,Away Team,2016
2020-03-22,Bundesliga,Chelsea,Man City,3,3,50,46,16,7,9,2,14,11,Away Team,2017
2016-03-15,UEFA Champions League,Bayern Munich,Juventus,2,1,46,48,14,25,8,2,7,11,Home Team,2023
2023-09-12,Serie A,Arsenal,Borussia Dortmund,4,4,47,51,17,6,6,6,8,10,Draw,2019
2020-06-13,Bundesliga,Manchester City,Bayern Munich,2,5,67,51,25,8,8,10,5,14,Home Team,2018
2024-12-17,Serie A,Barcelona,Chelsea,2,1,48,39,18,19,8,4,6,13,Home Team,2017
2023-11-22,UEFA Champions League,Real Madrid,Liverpool,5,1,42,48,8,14,9,7,15,9,Home Team,2023
2016-10-23,UEFA Champions League,Liverpool,Arsenal,5,2,57,32,21,14,2,7,13,10,Away Team,2024
2025-03-10,UEFA Champions League,Manchester City,Barcelona,5,2,57,47,22,12,2,9,9,6,Home Team,2025
2017-08-01,UEFA Champions League,Juventus,Borussia Dortmund,1,2,61,53,14,15,2,9,13,5,Away Team,2023
2018-01-15,Serie A,Liverpool,Man City,5,2,53,35,18,24,3,2,10,10,Draw,2022
2024-01-04,Bundesliga,Barcelona,Chelsea,1,3,56,52,10,15,8,4,11,8,Home Team,2015
2018-03-15,Serie A,Barcelona,Borussia Dortmund,5,2,56,47,21,25,2,3,8,11,Draw,2023
2024-03-11,Bundesliga,Manchester City,Borussia Dortmund,4,0,69,52,11,5,8,4,11,14,Draw,2017
2021-11-03,Bundesliga,Manchester City,Juventus,0,1,68,49,5,25,2,5,7,14,Away Team,2017
2024-09-30,Serie A,PSG,Man City,5,2,54,60,17,14,5,2,15,5,Draw,2025
2017-12-22,La Liga,Real Madrid,Paris Saint-Germain,0,2,48,42,6,24,2,10,8,15,Draw,2022
2021-11-22,La Liga,Real Madrid,Chelsea,4,4,61,43,20,25,5,4,5,10,Draw,2017
2025-10-21,Serie A,PSG,AC Milan,1,0,66,32,12,5,3,2,15,6,Draw,2018
2019-02-25,Premier League,Chelsea,Borussia Dortmund,2,4,40,56,22,9,10,5,12,15,Draw,2015
2021-06-29,Premier League,Juventus,Paris Saint-Germain,3,0,64,36,19,15,6,2,12,15,Draw,2018
2016-06-21,La Liga,Manchester City,Barcelona,4,5,67,41,8,15,9,9,11,12,Away Team,2025
2023-04-14,UEFA Champions League,Juventus,Borussia Dortmund,2,1,66,30,8,13,4,3,13,14,Home Team,2019
2017-01-20,Serie A,Real Madrid,Bayern Munich,3,5,59,44,21,15,3,4,11,5,Home Team,2015
2019-11-25,Serie A,Barcelona,Arsenal,2,0,41,50,12,6,7,8,15,5,Away Team,2018
2020-03-23,UEFA Champions League,Juventus,Barcelona,4,3,70,35,8,5,3,10,13,12,Away Team,2023
2022-03-28,Premier League,Real Madrid,Liverpool,4,1,47,42,14,5,5,4,7,12,Away Team,2021
2017-10-11,Bundesliga,Real Madrid,Juventus,3,4,63,48,12,10,9,10,13,12,Home Team,2022
2020-03-27,Serie A,Real Madrid,Chelsea,5,3,45,30,11,18,8,6,12,13,Away Team,2021
2020-02-15,Premier League,Arsenal,AC Milan,4,0,59,52,10,12,10,6,15,6,Draw,2016
2017-12-25,Premier League,AC Milan,Chelsea,4,2,48,58,25,24,5,3,8,7,Home Team,2016
2020-12-26,La Liga,Barcelona,Liverpool,3,3,48,52,22,7,9,6,15,7,Draw,2016
2017-10-10,UEFA Champions League,Chelsea,Barcelona,4,3,41,49,12,13,4,7,13,7,Draw,2021
2024-06-30,Premier League,Real Madrid,Chelsea,0,3,41,52,5,21,3,9,7,6,Away Team,2023
2015-08-01,Serie A,Barcelona,Juventus,1,4,56,31,12,5,9,5,14,10,Away Team,2020
2015-08-03,Premier League,Juventus,Liverpool,3,2,58,60,15,11,5,10,7,9,Draw,2022
2021-12-25,La Liga,PSG,Bayern Munich,3,3,58,42,7,24,3,8,14,15,Draw,2025
2018-03-02,Serie A,Bayern Munich,Paris Saint-Germain,2,4,68,32,14,20,7,4,12,14,Home Team,2022
2016-09-23,UEFA Champions League,Barcelona,Barcelona,5,1,53,52,14,12,3,5,8,10,Home Team,2020
2025-08-25,La Liga,Liverpool,Man City,4,0,46,43,14,8,8,4,10,7,Draw,2016
2021-07-30,Premier League,PSG,Arsenal,1,4,60,56,11,15,2,2,14,15,Draw,2019
2020-03-01,Serie A,Manchester City,Bayern Munich,0,2,48,48,17,19,3,10,5,9,Draw,2025
2015-04-20,Serie A,Real Madrid,Bayern Munich,2,5,66,38,24,6,6,2,10,14,Away Team,2017
2022-03-01,Bundesliga,AC Milan,Bayern Munich,4,5,64,52,19,16,2,4,5,7,Home Team,2015
2017-04-28,Premier League,Juventus,Borussia Dortmund,0,2,57,40,14,6,9,2,7,6,Away Team,2015
2025-06-19,Bundesliga,Juventus,Liverpool,1,0,46,30,15,25,7,10,15,12,Home Team,2015
2023-10-17,Premier League,AC Milan,Man City,3,2,65,34,11,16,5,10,13,11,Home Team,2021
2025-05-11,Bundesliga,Juventus,Juventus,5,0,47,33,6,13,10,8,8,5,Home Team,2015
2021-04-07,La Liga,Real Madrid,Barcelona,0,0,47,52,22,14,8,3,9,10,Draw,2023
2018-07-04,Serie A,Arsenal,Bayern Munich,1,0,46,47,20,14,7,7,10,14,Draw,2015
2022-03-30,Premier League,Bayern Munich,Arsenal,4,1,62,45,8,17,3,9,7,11,Home Team,2016
2020-05-10,UEFA Champions League,Chelsea,AC Milan,5,5,55,44,14,12,5,6,13,6,Home Team,2016
2015-05-30,Serie A,Chelsea,AC Milan,0,0,45,42,14,12,10,9,11,6,Away Team,2018
2024-12-15,Premier League,Bayern Munich,Juventus,4,2,65,36,25,14,4,2,5,12,Draw,2017
2025-08-18,Bundesliga,Juventus,Chelsea,1,4,67,30,21,24,5,4,15,5,Draw,2015
2021-11-26,La Liga,Barcelona,Borussia Dortmund,4,5,57,40,22,15,8,2,10,12,Away Team,2020
2023-07-07,UEFA Champions League,Real Madrid,Borussia Dortmund,5,4,40,39,5,15,3,5,8,7,Home Team,2015
2016-05-12,Premier League,Real Madrid,Barcelona,3,3,44,58,14,7,6,6,8,12,Away Team,2022
2022-09-08,La Liga,Liverpool,Paris Saint-Germain,0,1,67,32,12,24,9,8,11,8,Draw,2024
2016-05-05,Premier League,Bayern Munich,Chelsea,1,0,47,51,16,23,4,2,8,15,Draw,2018
2015-10-20,La Liga,Manchester City,Arsenal,0,0,63,49,24,19,8,5,8,11,Away Team,2016
2024-02-24,Bundesliga,Chelsea,Man City,4,0,48,55,15,22,9,4,12,15,Home Team,2022
2025-12-13,Bundesliga,Bayern Munich,Bayern Munich,0,1,46,37,10,24,6,7,10,14,Away Team,2016
2018-09-20,Serie A,PSG,Man City,4,2,46,35,19,16,8,9,13,9,Home Team,2017
2018-09-12,Premier League,Manchester City,Arsenal,5,3,60,30,21,19,3,6,13,13,Home Team,2020
2020-12-11,Premier League,Juventus,Paris Saint-Germain,0,2,57,49,11,15,5,7,15,13,Away Team,2024
2018-06-25,La Liga,Bayern Munich,Chelsea,3,2,67,35,18,12,10,9,10,13,Home Team,2022
2020-11-14,UEFA Champions League,Barcelona,Borussia Dortmund,5,3,61,40,15,15,3,3,10,15,Away Team,2023
2016-06-30,Serie A,Barcelona,AC Milan,1,5,53,52,24,15,2,3,13,10,Away Team,2019
2025-12-24,La Liga,PSG,Juventus,1,1,47,31,8,9,8,9,15,13,Home Team,2016
2017-12-19,Bundesliga,PSG,Barcelona,3,0,59,50,13,25,10,5,8,12,Away Team,2021
2018-11-27,Bundesliga,Liverpool,Bayern Munich,4,2,70,45,21,23,10,9,8,5,Away Team,2021
2015-11-29,UEFA Champions League,Barcelona,Barcelona,4,2,54,52,8,9,6,9,8,10,Away Team,2017
2015-09-18,Serie A,Liverpool,Arsenal,0,2,49,38,22,13,5,4,9,13,Draw,2020
2025-05-10,Bundesliga,Juventus,Barcelona,3,3,41,39,24,13,5,8,8,10,Draw,2016
2016-11-07,UEFA Champions League,AC Milan,AC Milan,0,0,52,30,6,19,5,3,9,11,Away Team,2022
2015-08-23,UEFA Champions League,Chelsea,Borussia Dortmund,5,3,42,34,11,12,2,2,12,13,Draw,2019
2019-07-17,Premier League,Real Madrid,Bayern Munich,1,3,64,44,14,9,8,9,5,13,Away Team,2021
2018-11-23,Bundesliga,Barcelona,Paris Saint-Germain,1,5,40,46,25,17,4,3,14,14,Away Team,2017
2023-09-17,Bundesliga,Liverpool,Man City,2,5,44,34,14,17,7,7,11,10,Draw,2019
2023-11-11,La Liga,AC Milan,Arsenal,3,0,44,53,23,9,4,7,12,5,Away Team,2018
2018-06-11,Bundesliga,Barcelona,Paris Saint-Germain,2,2,49,33,17,6,2,7,11,7,Draw,2025
2021-10-12,Premier League,AC Milan,Arsenal,2,0,57,41,17,9,2,9,9,7,Home Team,2015
2016-02-18,Premier League,Chelsea,Chelsea,2,2,69,36,11,25,9,3,9,6,Home Team,2017
2023-09-17,Serie A,Real Madrid,Bayern Munich,4,4,67,43,10,5,3,5,9,7,Home Team,2020
2023-07-19,Premier League,Real Madrid,Man City,5,3,45,54,7,8,4,3,12,6,Away Team,2024
2021-05-12,UEFA Champions League,PSG,Liverpool,5,5,48,36,23,21,3,3,10,8,Draw,2021
2021-10-05,Bundesliga,Manchester City,Chelsea,0,5,64,49,7,22,10,10,11,15,Draw,2023
2019-09-07,Bundesliga,Liverpool,AC Milan,5,2,53,34,24,12,4,5,5,15,Away Team,2019
2021-04-16,UEFA Champions League,Barcelona,Paris Saint-Germain,0,2,65,30,19,24,9,9,12,8,Home Team,2016
2020-03-01,Serie A,Barcelona,Liverpool,2,1,66,33,22,17,6,8,12,7,Away Team,2024
2017-07-19,La Liga,Chelsea,Bayern Munich,2,0,53,58,10,15,5,3,5,7,Draw,2021
2024-12-19,Serie A,Bayern Munich,Liverpool,0,4,70,32,12,20,6,10,11,14,Draw,2017
2015-03-04,Bundesliga,PSG,Barcelona,3,4,51,58,20,21,7,4,11,7,Away Team,2018
2016-01-21,Premier League,Chelsea,Arsenal,0,0,50,32,21,13,10,4,12,15,Away Team,2019
2021-09-27,Bundesliga,Liverpool,Chelsea,1,0,69,57,23,5,9,6,13,12,Away Team,2015
2019-09-17,UEFA Champions League,Arsenal,Borussia Dortmund,3,2,42,44,15,6,5,5,6,8,Home Team,2019
2023-01-22,Bundesliga,AC Milan,AC Milan,2,5,64,30,19,13,5,9,10,14,Away Team,2021
2025-07-23,La Liga,Liverpool,Juventus,1,2,42,41,10,20,10,5,10,6,Draw,2016
2023-09-19,Bundesliga,Chelsea,Bayern Munich,0,2,44,55,20,22,9,8,10,15,Draw,2021
2020-08-30,Bundesliga,Juventus,AC Milan,3,3,69,39,15,15,5,5,8,14,Away Team,2020
2017-07-14,Bundesliga,Barcelona,Liverpool,2,2,43,46,13,7,3,3,10,14,Home Team,2025
2021-05-03,Serie A,AC Milan,Man City,3,4,67,53,5,8,3,6,15,6,Away Team,2024
2018-10-12,Bundesliga,Bayern Munich,Man City,3,3,48,43,14,14,2,7,15,13,Away Team,2015
2023-03-14,La Liga,Manchester City,Borussia Dortmund,5,3,57,54,20,21,3,5,9,11,Away Team,2024
2024-06-04,Bundesliga,Juventus,Paris Saint-Germain,2,0,46,37,22,18,5,3,5,8,Away Team,2017
2017-09-20,Premier League,Bayern Munich,AC Milan,5,3,49,53,25,10,2,7,5,15,Draw,2019
2018-10-01,Bundesliga,Liverpool,Borussia Dortmund,2,1,45,49,24,24,5,9,10,15,Home Team,2025
2020-05-08,Bundesliga,Chelsea,Arsenal,4,5,63,43,25,10,8,10,7,8,Home Team,2024
2018-12-26,Premier League,Real Madrid,Man City,0,2,53,30,24,24,8,10,13,10,Home Team,2017
2015-08-20,Premier League,Juventus,Barcelona,0,1,68,46,25,19,5,8,7,12,Away Team,2017
2015-07-05,La Liga,AC Milan,Bayern Munich,1,2,49,48,15,14,7,9,12,15,Away Team,2015
2019-01-06,Bundesliga,Manchester City,Barcelona,1,5,41,32,19,12,8,6,8,13,Away Team,2019
2020-03-04,Serie A,Arsenal,Paris Saint-Germain,2,0,46,35,15,11,6,7,15,14,Away Team,2020
2023-08-20,Serie A,Liverpool,Bayern Munich,2,3,48,39,13,20,7,8,13,10,Draw,2025
2017-07-22,Premier League,Liverpool,Man City,2,0,68,56,18,11,2,6,5,7,Away Team,2017
2015-04-21,Premier League,Juventus,Liverpool,4,3,61,49,24,15,6,2,14,5,Draw,2015
2018-07-25,UEFA Champions League,Manchester City,Man City,0,1,55,51,8,12,4,2,12,10,Home Team,2015
2016-09-09,Serie A,Liverpool,AC Milan,5,5,46,35,6,11,9,3,11,10,Away Team,2024
2016-07-21,Premier League,Barcelona,Bayern Munich,5,5,68,51,7,15,4,8,6,15,Away Team,2025
2015-05-23,UEFA Champions League,Liverpool,Juventus,0,3,56,54,12,14,7,5,10,5,Away Team,2022
2025-03-01,UEFA Champions League,Bayern Munich,Barcelona,3,5,69,36,9,6,9,9,6,8,Draw,2019
2024-08-22,UEFA Champions League,Real Madrid,Juventus,4,3,47,36,16,17,4,4,15,6,Away Team,2024
2022-10-15,Serie A,AC Milan,Chelsea,0,5,46,60,5,23,9,7,8,13,Home Team,2021
2023-07-01,UEFA Champions League,Bayern Munich,Arsenal,0,4,66,36,22,19,9,8,14,14,Home Team,2021
2020-07-23,Serie A,Arsenal,Juventus,2,3,68,50,14,25,9,7,7,5,Home Team,2017
2022-03-18,La Liga,Manchester City,Chelsea,3,5,70,58,8,12,9,10,13,5,Away Team,2018
2021-04-26,Bundesliga,AC Milan,Barcelona,5,4,69,57,25,14,6,5,6,8,Draw,2023
2018-12-21,UEFA Champions League,Bayern Munich,Man City,3,4,47,49,16,24,5,9,13,11,Away Team,2018
2018-02-23,UEFA Champions League,Real Madrid,Man City,1,3,69,39,7,13,9,8,10,12,Home Team,2019
2017-05-12,Bundesliga,Arsenal,AC Milan,5,1,41,34,23,14,7,8,9,9,Draw,2017
2022-12-11,Premier League,AC Milan,Liverpool,3,5,55,56,12,5,8,10,9,15,Draw,2020
2019-03-20,Serie A,Chelsea,Borussia Dortmund,1,3,60,55,15,21,9,5,7,13,Home Team,2018
2025-09-12,Premier League,Manchester City,Juventus,4,4,46,59,6,9,9,9,11,11,Draw,2022
2025-07-22,Premier League,Juventus,Man City,3,0,68,32,9,11,10,4,5,12,Away Team,2015
2024-10-13,La Liga,Real Madrid,Borussia Dortmund,2,0,53,47,14,23,10,9,9,6,Home Team,2015
2017-01-04,Serie A,Barcelona,Arsenal,4,5,43,37,18,8,3,2,7,15,Home Team,2025
2022-01-21,UEFA Champions League,Real Madrid,Paris Saint-Germain,3,4,43,39,25,24,9,10,15,7,Away Team,2019
2017-06-09,Bundesliga,PSG,Paris Saint-Germain,4,2,47,42,13,24,3,5,8,6,Draw,2025
2018-10-01,La Liga,Real Madrid,Man City,3,1,47,35,8,22,5,8,14,5,Home Team,2018
2016-03-11,Bundesliga,Arsenal,Arsenal,5,4,56,59,23,17,6,4,13,5,Away Team,2023
2016-05-01,La Liga,Juventus,Paris Saint-Germain,2,4,41,33,20,14,6,9,13,13,Away Team,2016
2015-08-18,La Liga,PSG,Arsenal,2,1,61,34,16,7,10,8,14,10,Home Team,2018
2019-11-19,UEFA Champions League,Manchester City,Man City,4,5,69,37,18,18,8,10,11,10,Home Team,2016
2017-05-21,Serie A,Chelsea,Juventus,1,0,60,45,21,13,6,2,7,9,Away Team,2024
2020-05-21,La Liga,Bayern Munich,Bayern Munich,3,1,68,53,18,21,6,5,11,15,Away Team,2016
2016-08-13,Bundesliga,AC Milan,Borussia Dortmund,3,4,65,57,19,20,5,4,6,12,Away Team,2021
2020-04-17,UEFA Champions League,Liverpool,Paris Saint-Germain,0,0,68,37,24,13,5,2,11,13,Away Team,2017
2016-10-09,La Liga,Arsenal,Arsenal,4,5,68,31,11,7,4,5,13,6,Home Team,2021
2015-06-27,Premier League,Manchester City,Man City,1,1,46,48,13,23,6,4,6,14,Away Team,2025
2020-10-21,Serie A,PSG,Borussia Dortmund,1,1,67,57,22,8,7,8,5,7,Away Team,2019
2018-09-04,UEFA Champions League,Barcelona,Chelsea,0,1,44,31,17,23,6,5,12,13,Draw,2019
2024-07-13,Serie A,Manchester City,Barcelona,5,2,62,39,14,20,7,8,12,12,Away Team,2017
2018-08-21,La Liga,Barcelona,AC Milan,0,2,66,32,24,13,9,7,12,14,Draw,2020
2015-12-31,UEFA Champions League,Bayern Munich,Barcelona,5,5,70,52,19,21,10,5,7,14,Home Team,2016
2018-09-14,Premier League,Manchester City,Man City,3,5,62,43,22,6,3,5,6,15,Home Team,2019
2016-12-11,UEFA Champions League,Bayern Munich,Liverpool,2,3,44,56,5,20,6,4,5,14,Draw,2023
2019-12-09,La Liga,Barcelona,Juventus,3,2,64,56,16,7,3,5,15,5,Draw,2025
2025-08-04,Bundesliga,Manchester City,AC Milan,0,5,49,39,7,16,7,10,11,8,Home Team,2021
2015-03-22,UEFA Champions League,Real Madrid,Juventus,3,1,45,60,7,18,10,4,6,12,Home Team,2016
2019-11-17,Bundesliga,Real Madrid,Juventus,2,4,70,40,8,6,10,2,9,5,Away Team,2016
2021-05-12,Premier League,Barcelona,Barcelona,4,0,55,42,25,14,5,3,5,12,Away Team,2017
2022-02-22,Bundesliga,Real Madrid,Bayern Munich,1,2,51,56,20,12,5,6,15,14,Away Team,2022
2020-12-04,Serie A,Barcelona,Chelsea,3,4,48,48,12,13,3,10,5,9,Away Team,2016
2021-06-29,Bundesliga,Barcelona,Arsenal,1,4,49,40,17,22,9,9,6,15,Home Team,2025
2024-05-07,Serie A,AC Milan,Juventus,5,5,49,38,5,16,7,6,10,12,Away Team,2022
2023-07-13,La Liga,Arsenal,Man City,0,2,47,38,13,13,9,3,12,15,Home Team,2021
2020-07-10,Serie A,Arsenal,Liverpool,3,5,69,38,19,14,7,10,6,12,Draw,2018
2023-02-16,La Liga,Barcelona,Barcelona,5,1,70,35,20,7,8,9,15,9,Draw,2017
2015-07-22,Bundesliga,Manchester City,Liverpool,0,0,63,35,17,17,9,5,9,5,Away Team,2020
2025-06-11,La Liga,Liverpool,Chelsea,5,3,54,41,5,21,6,7,8,5,Draw,2021
2021-02-07,UEFA Champions League,Bayern Munich,Juventus,1,0,43,54,13,19,4,10,12,5,Draw,2020
2025-09-15,Serie A,Real Madrid,Arsenal,2,5,70,57,8,15,6,4,11,12,Draw,2020
2017-03-27,UEFA Champions League,Liverpool,Bayern Munich,3,3,57,31,7,23,2,5,7,7,Away Team,2025
2016-08-13,Premier League,Liverpool,Bayern Munich,1,0,49,33,19,19,5,6,15,11,Home Team,2022
2020-09-07,Serie A,Barcelona,Arsenal,5,2,52,57,10,20,7,9,7,12,Home Team,2022
2018-12-15,Bundesliga,Barcelona,AC Milan,0,1,43,52,6,21,5,8,10,9,Home Team,2021
2016-11-04,Serie A,PSG,Arsenal,1,2,58,43,8,5,10,5,11,13,Away Team,2025
2019-06-14,Serie A,Liverpool,Paris Saint-Germain,0,4,41,43,22,19,7,3,12,8,Draw,2018
2016-05-05,La Liga,Manchester City,Arsenal,5,2,45,55,12,23,4,9,8,12,Home Team,2016
2016-04-15,UEFA Champions League,Liverpool,Man City,4,5,50,52,23,8,3,6,8,10,Draw,2022
2019-10-03,Serie A,Bayern Munich,AC Milan,2,1,66,40,7,15,6,2,7,7,Draw,2016
